Y,M,D,Temp,NofD,WD,EC
2011,9,30,27.1,62278,0,26737256.13
2011,10,1,26.3,62278,0,26737256.13
2011,10,2,25.4,62278,1,27343759.95
2011,10,3,25.4,62278,1,27343759.95
2011,10,4,25,62278,1,27343759.95
2011,10,5,26,62278,1,27343759.95
2011,10,6,26.2,62278,1,27343759.95
2011,10,7,24.9,62278,0,27344921.04
2011,10,8,25.1,62278,0,27344921.04
2011,10,9,26,62278,1,27343759.95
2011,10,10,28.5,62278,1,27343759.95
2011,10,11,27.6,62278,1,27343759.95
2011,10,12,27.6,62278,1,27343759.95
2011,10,13,24.7,62278,1,27343759.95
2011,10,14,26.9,62278,0,27344921.04
2011,10,15,27.7,62278,0,27344921.04
2011,10,16,28.2,62278,1,27951399.06
2011,10,17,26.7,62278,1,27951399.06
2011,10,18,24.7,62278,1,27951399.06
2011,10,19,23.9,62278,1,27951399.06
2011,10,20,22.7,62278,1,27951399.06
2011,10,21,24.1,62278,0,27952585.95
2011,10,22,25.1,62278,0,27952585.95
2011,10,23,23.7,62278,1,27951399.06
2011,10,24,24.3,62278,1,27951399.06
2011,10,25,24.1,62278,1,27951399.06
2011,10,26,22,62278,1,27951399.06
2011,10,27,21,62278,1,27951399.06
2011,10,28,21.1,62278,0,27952585.95
2011,10,29,18,62278,0,27952585.95
2011,10,30,17.8,62278,1,27951399.06
2011,10,31,17.2,62278,1,27951399.06
2011,11,1,17.9,62278,1,27951399.06
2011,11,2,18.2,62278,1,27951399.06
2011,11,3,19.5,62278,1,27951399.06
2011,11,4,20.9,62278,0,27952585.95
2011,11,5,17.3,62278,0,27952585.95
2011,11,6,15.4,62278,1,28559038.17
2011,11,7,15,62278,1,28559038.17
2011,11,8,14.8,62278,1,28559038.17
2011,11,9,15.1,62278,1,28559038.17
2011,11,10,16,62278,1,28559038.17
2011,11,11,16.9,62278,0,28560250.86
2011,11,12,16.7,62278,0,28560250.86
2011,11,13,16.4,62278,1,28559038.17
2011,11,14,17.1,62278,1,28559038.17
2011,11,15,15.9,62278,1,28559038.17
2011,11,16,11.5,62278,1,28559038.17
2011,11,17,12.9,62278,1,28559038.17
2011,11,18,13.9,62278,0,28560250.86
2011,11,19,13.3,62278,0,28560250.86
2011,11,20,11.7,62278,1,28559038.17
2011,11,21,12.5,62278,1,28559038.17
2011,11,22,13,62278,1,28559038.17
2011,11,23,13,62278,1,28559038.17
2011,11,24,12.1,62278,1,28559038.17
2011,11,25,12.2,62278,0,28560250.86
2011,11,26,11.2,62278,0,28560250.86
2011,11,27,10.8,62278,1,28559038.17
2011,11,28,10.6,62278,1,28559038.17
2011,11,29,9.9,62278,1,28559038.17
2011,11,30,11.2,62278,1,28559038.17
2011,12,1,11.2,62278,1,28559038.17
2011,12,2,11.9,62278,0,28560250.86
2011,12,3,11.1,62278,0,28560250.86
2011,12,4,10.9,62278,1,30381955.50
2011,12,5,11.2,62278,1,30381955.50
2011,12,6,9.8,62278,1,30381955.50
2011,12,7,10.6,62278,1,30381955.50
2011,12,8,11.2,62278,1,30381955.50
2011,12,9,11.3,62278,0,30383245.60
2011,12,10,10.3,62278,0,30383245.60
2011,12,11,11.2,62278,1,30381955.50
2011,12,12,11.4,62278,1,30381955.50
2011,12,13,12.3,62278,1,30381955.50
2011,12,14,13.4,62278,1,30381955.50
2011,12,15,12.9,62278,1,30381955.50
2011,12,16,9.7,62278,0,30383245.60
2011,12,17,9.9,62278,0,30383245.60
2011,12,18,11.7,62278,1,30381955.50
2011,12,19,16.1,62278,1,30381955.50
2011,12,20,14.9,62278,1,30381955.50
2011,12,21,16.7,62278,1,30381955.50
2011,12,22,16.8,62278,1,30381955.50
2011,12,23,15.1,62278,0,30383245.60
2011,12,24,14.1,62278,0,30383245.60
2011,12,25,10.2,62278,1,30381955.50
2011,12,26,9.7,62278,1,30381955.50
2011,12,27,10.2,62278,1,30381955.50
2011,12,28,10.3,62278,1,30381955.50
2011,12,29,10.3,62278,1,30381955.50
2011,12,30,11.9,62278,0,30383245.60
2011,12,31,15.9,62278,0,30383245.60
2012,1,1,10.7,62278,1,30381955.50
2012,1,2,9.2,62278,1,30381955.50
2012,1,3,9.7,62278,1,30381955.50
2012,1,4,10.6,62278,1,30381955.50
2012,1,5,10.7,62278,1,30381955.50
2012,1,6,9.8,62278,0,30383245.60
2012,1,7,11.3,62278,0,30383245.60
2012,1,8,11.3,62278,1,30381955.50
2012,1,9,8.3,62278,1,30381955.50
2012,1,10,9.8,62278,1,30381955.50
2012,1,11,11.1,62278,1,30381955.50
2012,1,12,8.3,62278,1,30381955.50
2012,1,13,7.6,62278,0,30383245.60
2012,1,14,7.2,62278,0,30383245.60
2012,1,15,8.1,62278,1,30381955.50
2012,1,16,7.8,62278,1,30381955.50
2012,1,17,8.3,62278,1,30381955.50
2012,1,18,9.3,62278,1,30381955.50
2012,1,19,8.2,62278,1,30381955.50
2012,1,20,7.1,62278,0,30383245.60
2012,1,21,6.7,62278,0,30383245.60
2012,1,22,8.8,62278,1,30381955.50
2012,1,23,8.3,62278,1,30381955.50
2012,1,24,9.8,62278,1,30381955.50
2012,1,25,15.3,62278,1,30381955.50
2012,1,26,14.8,62278,1,30381955.50
2012,1,27,13.3,62278,0,30383245.60
2012,1,28,9.4,62278,0,30383245.60
2012,1,29,10.6,62278,1,30381955.50
2012,1,30,12.2,62278,1,30381955.50
2012,1,31,16.4,62278,1,30381955.50
2012,2,1,12.1,62278,1,30381955.50
2012,2,2,8.7,62278,1,30381955.50
2012,2,3,10.9,62278,0,30383245.60
2012,2,4,11.6,62278,0,30383245.60
2012,2,5,11.7,62278,1,28559038.17
2012,2,6,14.2,62278,1,28559038.17
2012,2,7,18.8,62278,1,28559038.17
2012,2,8,14,62278,1,28559038.17
2012,2,9,13.3,62278,1,28559038.17
2012,2,10,12.3,62278,0,28560250.86
2012,2,11,11.9,62278,0,28560250.86
2012,2,12,15.1,62278,1,28559038.17
2012,2,13,16.3,62278,1,28559038.17
2012,2,14,19.3,62278,1,28559038.17
2012,2,15,20.7,62278,1,28559038.17
2012,2,16,14.3,62278,1,28559038.17
2012,2,17,11.3,62278,0,28560250.86
2012,2,18,10.1,62278,0,28560250.86
2012,2,19,8.3,62278,1,28559038.17
2012,2,20,9.3,62278,1,28559038.17
2012,2,21,11.3,62278,1,28559038.17
2012,2,22,12.9,62278,1,28559038.17
2012,2,23,15.2,62278,1,28559038.17
2012,2,24,18.3,62278,0,28560250.86
2012,2,25,12,62278,0,28560250.86
2012,2,26,12.4,62278,1,28559038.17
2012,2,27,15.6,62278,1,28559038.17
2012,2,28,15.9,62278,1,28559038.17
2012,2,29,13.2,62278,1,28559038.17
2012,3,1,12.2,62278,1,28559038.17
2012,3,2,9.7,62278,0,28560250.86
2012,3,3,7.9,62278,0,28560250.86
2012,3,4,10.4,62278,1,27951399.06
2012,3,5,13,62278,1,27951399.06
2012,3,6,14.6,62278,1,27951399.06
2012,3,7,16.3,62278,1,27951399.06
2012,3,8,18.4,62278,1,27951399.06
2012,3,9,18.2,62278,0,27952585.95
2012,3,10,19.1,62278,0,27952585.95
2012,3,11,22.1,62278,1,27951399.06
2012,3,12,24.8,62278,1,27951399.06
2012,3,13,22.9,62278,1,27951399.06
2012,3,14,18.4,62278,1,27951399.06
2012,3,15,14.6,62278,1,27951399.06
2012,3,16,13.7,62278,0,27952585.95
2012,3,17,10.5,62278,0,27952585.95
2012,3,18,9.9,62278,1,27951399.06
2012,3,19,11.6,62278,1,27951399.06
2012,3,20,14.5,62278,1,27951399.06
2012,3,21,16.5,62278,1,27951399.06
2012,3,22,16.8,62278,1,27951399.06
2012,3,23,17.3,62278,0,27952585.95
2012,3,24,19.8,62278,0,27952585.95
2012,3,25,21.1,62278,1,27951399.06
2012,3,26,20.2,62278,1,27951399.06
2012,3,27,16.8,62278,1,27951399.06
2012,3,28,15.9,62278,1,27951399.06
2012,3,29,15.2,62278,1,27951399.06
2012,3,30,16.6,62278,0,27952585.95
2012,3,31,17.5,62278,0,27952585.95
2012,4,1,20.3,62278,1,27951399.06
2012,4,2,22.2,62278,1,27951399.06
2012,4,3,20.1,62278,1,27951399.06
2012,4,4,22.4,62278,1,27951399.06
2012,4,5,24.4,62278,1,27951399.06
2012,4,6,25.6,62278,0,27952585.95
2012,4,7,25.6,62278,0,27952585.95
2012,4,8,25.4,62278,1,27343759.95
2012,4,9,26.1,62278,1,27343759.95
2012,4,10,22.7,62278,1,27343759.95
2012,4,11,21.7,62278,1,27343759.95
2012,4,12,19.4,62278,1,27343759.95
2012,4,13,20.2,62278,0,27344921.04
2012,4,14,20.6,62278,0,27344921.04
2012,4,15,24.7,62278,1,27343759.95
2012,4,16,25.1,62278,1,27343759.95
2012,4,17,22,62278,1,27343759.95
2012,4,18,26.2,62278,1,27343759.95
2012,4,19,20.1,62278,1,27343759.95
2012,4,20,22.2,62278,0,27344921.04
2012,4,21,22.4,62278,0,27344921.04
2012,4,22,22.6,62278,1,26736120.84
2012,4,23,23.2,62278,1,26736120.84
2012,4,24,24.1,62278,1,26736120.84
2012,4,25,25.5,62278,1,26736120.84
2012,4,26,25.4,62278,1,26736120.84
2012,4,27,25.2,62278,0,26737256.13
2012,4,28,26.3,62278,0,26737256.13
2012,4,29,26.8,62278,1,26736120.84
2012,4,30,27,62278,1,26736120.84
2012,5,1,27.7,62278,1,26736120.84
2012,5,2,26.3,62278,1,26736120.84
2012,5,3,25.9,62278,1,26736120.84
2012,5,4,25,62278,0,26737256.13
2012,5,5,26.1,62278,0,26737256.13
2012,5,6,26.1,62278,1,26432301.29
2012,5,7,26.3,62278,1,26432301.29
2012,5,8,25.8,62278,1,26432301.29
2012,5,9,27.7,62278,1,26432301.29
2012,5,10,27.8,62278,1,26432301.29
2012,5,11,26.3,62278,0,26433423.67
2012,5,12,26.5,62278,0,26433423.67
2012,5,13,27.7,62278,1,26432301.29
2012,5,14,26.7,62278,1,26432301.29
2012,5,15,26.9,62278,1,26432301.29
2012,5,16,26.9,62278,1,26432301.29
2012,5,17,26.4,62278,1,26432301.29
2012,5,18,28.6,62278,0,26433423.67
2012,5,19,27.7,62278,0,26433423.67
2012,5,20,25.9,62278,1,25824662.18
2012,5,21,25.3,62278,1,25824662.18
2012,5,22,26.8,62278,1,25824662.18
2012,5,23,31.5,62278,1,25824662.18
2012,5,24,31.5,62278,1,25824662.18
2012,5,25,31.7,62278,0,25825758.76
2012,5,26,31.1,62278,0,25825758.76
2012,5,27,28.9,62278,1,25824662.18
2012,5,28,30.6,62278,1,25824662.18
2012,5,29,31.9,62278,1,25824662.18
2012,5,30,31.1,62278,1,25824662.18
2012,5,31,27.8,62278,1,25824662.18
2012,6,1,28.2,62278,0,24306596.48
2012,6,2,29.9,62278,0,24306596.48
2012,6,3,30.8,62278,1,24305564.40
2012,6,4,31.7,62278,1,24305564.40
2012,6,5,30.7,62278,1,24305564.40
2012,6,6,29.8,62278,1,24305564.40
2012,6,7,29.3,62278,1,24305564.40
2012,6,8,30.4,62278,0,24306596.48
2012,6,9,31.4,62278,0,24306596.48
2012,6,10,32.3,62278,1,24305564.40
2012,6,11,32.7,62278,1,24305564.40
2012,6,12,31.8,62278,1,24305564.40
2012,6,13,32.4,62278,1,24305564.40
2012,6,14,33.4,62278,1,24305564.40
2012,6,15,33.4,62278,0,24306596.48
2012,6,16,34.2,62278,0,24306596.48
2012,6,17,35,62278,1,24305564.40
2012,6,18,35.7,62278,1,24305564.40
2012,6,19,34.3,62278,1,24305564.40
2012,6,20,31.6,62278,1,24305564.40
2012,6,21,30.5,62278,1,24305564.40
2012,6,22,30.8,62278,0,24306596.48
2012,6,23,31.6,62278,0,24306596.48
2012,6,24,31.5,62278,1,24305564.40
2012,6,25,30.4,62278,1,24305564.40
2012,6,26,30.6,62278,1,24305564.40
2012,6,27,30.7,62278,1,24305564.40
2012,6,28,31.2,62278,1,24305564.40
2012,6,29,31.9,62278,0,24306596.48
2012,6,30,32.6,62278,0,24306596.48
2012,7,1,32.4,62278,1,24305564.40
2012,7,2,32.4,62278,1,24305564.40
2012,7,3,30.4,62278,1,24305564.40
2012,7,4,29.7,62278,1,24305564.40
2012,7,5,30.1,62278,1,24305564.40
2012,7,6,31.9,62278,0,24306596.48
2012,7,7,32.2,62278,0,24306596.48
2012,7,8,31.4,62278,1,24305564.40
2012,7,9,31,62278,1,24305564.40
2012,7,10,31.6,62278,1,24305564.40
2012,7,11,32.9,62278,1,24305564.40
2012,7,12,33.6,62278,1,24305564.40
2012,7,13,33.9,62278,0,24306596.48
2012,7,14,34.5,62278,0,24306596.48
2012,7,15,33.8,62278,1,24305564.40
2012,7,16,33.1,62278,1,24305564.40
2012,7,17,34.1,62278,1,24305564.40
2012,7,18,35.4,62278,1,24305564.40
2012,7,19,36.4,62278,1,24305564.40
2012,7,20,35.6,62278,0,24306596.48
2012,7,21,34.3,62278,0,24306596.48
2012,7,22,33.6,62278,1,24305564.40
2012,7,23,33.8,62278,1,24305564.40
2012,7,24,34.8,62278,1,24305564.40
2012,7,25,34.9,62278,1,24305564.40
2012,7,26,36.3,62278,1,24305564.40
2012,7,27,35.5,62278,0,24306596.48
2012,7,28,35.3,62278,0,24306596.48
2012,7,29,33.7,62278,1,24305564.40
2012,7,30,31.9,62278,1,24305564.40
2012,7,31,32.1,62278,1,24305564.40
2012,8,1,33.1,62278,1,24305564.40
2012,8,2,33.1,62278,1,24305564.40
2012,8,3,33.6,62278,0,24306596.48
2012,8,4,31.6,62278,0,24306596.48
2012,8,5,30.3,62278,1,24305564.40
2012,8,6,31,62278,1,24305564.40
2012,8,7,32.4,62278,1,24305564.40
2012,8,8,32.8,62278,1,24305564.40
2012,8,9,32.9,62278,1,24305564.40
2012,8,10,32.6,62278,0,24306596.48
2012,8,11,31.2,62278,0,24306596.48
2012,8,12,30.7,62278,1,24305564.40
2012,8,13,31.3,62278,1,24305564.40
2012,8,14,31.3,62278,1,24305564.40
2012,8,15,31.8,62278,1,24305564.40
2012,8,16,31.3,62278,1,24305564.40
2012,8,17,31.2,62278,0,24306596.48
2012,8,18,31.8,62278,0,24306596.48
2012,8,19,32.4,62278,1,24913203.51
2012,8,20,31.7,62278,1,24913203.51
2012,8,21,30.6,62278,1,24913203.51
2012,8,22,31.4,62278,1,24913203.51
2012,8,23,30.8,62278,1,24913203.51
2012,8,24,32.4,62278,0,24914261.39
2012,8,25,32.6,62278,0,24914261.39
2012,8,26,32.3,62278,1,24913203.51
2012,8,27,31.2,62278,1,24913203.51
2012,8,28,28.9,62278,1,24913203.51
2012,8,29,29,62278,1,24913203.51
2012,8,30,29.3,62278,1,24913203.51
2012,8,31,29.5,62278,0,24914261.39
2012,9,1,30.1,62278,0,24914261.39
2012,9,2,30.5,62278,1,25824662.18
2012,9,3,29.8,62278,1,25824662.18
2012,9,4,31.2,62278,1,25824662.18
2012,9,5,31.6,62278,1,25824662.18
2012,9,6,31.6,62278,1,25824662.18
2012,9,7,31.2,62278,0,25825758.76
2012,9,8,30.5,62278,0,25825758.76
2012,9,9,29.7,62278,1,25824662.18
2012,9,10,28.7,62278,1,25824662.18
2012,9,11,28.9,62278,1,25824662.18
2012,9,12,29.3,62278,1,25824662.18
2012,9,13,29.1,62278,1,25824662.18
2012,9,14,29,62278,0,25825758.76
2012,9,15,29.7,62278,0,25825758.76
2012,9,16,30.2,62278,1,26736120.84
2012,9,17,30.6,62278,1,26736120.84
2012,9,18,30.5,62278,1,26736120.84
2012,9,19,29.6,62278,1,26736120.84
2012,9,20,29.2,62278,1,26736120.84
2012,9,21,28.8,62278,0,26737256.13
2012,9,22,28.9,62278,0,26737256.13
2012,9,23,29.5,62278,1,26736120.84
2012,9,24,29.7,62278,1,26736120.84
2012,9,25,30.1,62278,1,26736120.84
2012,9,26,29.8,62278,1,26736120.84
2012,9,27,30.8,62278,1,26736120.84
2012,9,28,31.8,62278,0,26737256.13
2012,9,29,31.4,62278,0,26737256.13
2012,9,30,30.6,62278,1,26736120.84
2012,10,1,30.7,62278,1,26736120.84
2012,10,2,30.6,62278,1,26736120.84
2012,10,3,29.5,62278,1,26736120.84
2012,10,4,28.3,62278,1,26736120.84
2012,10,5,26.8,62278,0,26737256.13
2012,10,6,26.8,62278,0,26737256.13
2012,10,7,26.2,62278,1,27343759.95
2012,10,8,24.4,62278,1,27343759.95
2012,10,9,24.7,62278,1,27343759.95
2012,10,10,25.4,62278,1,27343759.95
2012,10,11,27.2,62278,1,27343759.95
2012,10,12,26.5,62278,0,27344921.04
2012,10,13,26.9,62278,0,27344921.04
2012,10,14,28.3,62278,1,27343759.95
2012,10,15,28,62278,1,27343759.95
2012,10,16,27.9,62278,1,27343759.95
2012,10,17,28.1,62278,1,27343759.95
2012,10,18,27.1,62278,1,27343759.95
2012,10,19,26.9,62278,0,27344921.04
2012,10,20,24.2,62278,0,27344921.04
2012,10,21,22.1,62278,1,27951399.06
2012,10,22,22.1,62278,1,27951399.06
2012,10,23,22.7,62278,1,27951399.06
2012,10,24,22.9,62278,1,27951399.06
2012,10,25,22.9,62278,1,27951399.06
2012,10,26,21.7,62278,0,27952585.95
2012,10,27,21.1,62278,0,27952585.95
2012,10,28,21.7,62278,1,27951399.06
2012,10,29,22.6,62278,1,27951399.06
2012,10,30,24,62278,1,27951399.06
2012,10,31,24.8,62278,1,27951399.06
2012,11,1,26,62278,1,27951399.06
2012,11,2,25.1,62278,0,27952585.95
2012,11,3,21.8,62278,0,27952585.95
2012,11,4,23.2,62278,1,28559038.17
2012,11,5,24.4,62278,1,28559038.17
2012,11,6,23.3,62278,1,28559038.17
2012,11,7,23.8,62278,1,28559038.17
2012,11,8,22.3,62278,1,28559038.17
2012,11,9,22.6,62278,0,28560250.86
2012,11,10,21.5,62278,0,28560250.86
2012,11,11,18.9,62278,1,28559038.17
2012,11,12,15.9,62278,1,28559038.17
2012,11,13,16.4,62278,1,28559038.17
2012,11,14,15.7,62278,1,28559038.17
2012,11,15,16.7,62278,1,28559038.17
2012,11,16,18.6,62278,0,28560250.86
2012,11,17,19.6,62278,0,28560250.86
2012,11,18,17.7,62278,1,28559038.17
2012,11,19,15.7,62278,1,28559038.17
2012,11,20,16,62278,1,28559038.17
2012,11,21,17.6,62278,1,28559038.17
2012,11,22,19.3,62278,1,28559038.17
2012,11,23,17,62278,0,28560250.86
2012,11,24,15.6,62278,0,28560250.86
2012,11,25,15.7,62278,1,28559038.17
2012,11,26,14.9,62278,1,28559038.17
2012,11,27,14.8,62278,1,28559038.17
2012,11,28,15.7,62278,1,28559038.17
2012,11,29,15.9,62278,1,28559038.17
2012,11,30,17.1,62278,0,28560250.86
2012,12,1,16.4,62278,0,28560250.86
2012,12,2,16,62278,1,28559038.17
2012,12,3,15.6,62278,1,28559038.17
2012,12,4,17.9,62278,1,28559038.17
2012,12,5,14.9,62278,1,28559038.17
2012,12,6,14.7,62278,1,28559038.17
2012,12,7,16.2,62278,0,28560250.86
2012,12,8,15.3,62278,0,28560250.86
2012,12,9,14.9,62278,1,30381955.50
2012,12,10,16.2,62278,1,30381955.50
2012,12,11,12.3,62278,1,30381955.50
2012,12,12,11.7,62278,1,30381955.50
2012,12,13,11.6,62278,1,30381955.50
2012,12,14,10.7,62278,0,30383245.60
2012,12,15,12,62278,0,30383245.60
2012,12,16,11.6,62278,1,30381955.50
2012,12,17,11,62278,1,30381955.50
2012,12,18,11.9,62278,1,30381955.50
2012,12,19,13.8,62278,1,30381955.50
2012,12,20,14.2,62278,1,30381955.50
2012,12,21,13,62278,0,30383245.60
2012,12,22,10.6,62278,0,30383245.60
2012,12,23,10.9,62278,1,30381955.50
2012,12,24,12.7,62278,1,30381955.50
2012,12,25,12.3,62278,1,30381955.50
2012,12,26,11.1,62278,1,30381955.50
2012,12,27,11.1,62278,1,30381955.50
2012,12,28,11.8,62278,0,30383245.60
2012,12,29,12.9,62278,0,30383245.60
2012,12,30,12.2,62278,1,30381955.50
2012,12,31,13.1,62278,1,30381955.50
2013,1,1,12.3,62278,1,30381955.50
2013,1,2,11.5,62278,1,30381955.50
2013,1,3,11,62278,1,30381955.50
2013,1,4,11.6,62278,0,30383245.60
2013,1,5,10.3,62278,0,30383245.60
2013,1,6,11.4,62278,1,30381955.50
2013,1,7,11.4,62278,1,30381955.50
2013,1,8,10.9,62278,1,30381955.50
2013,1,9,10.6,62278,1,30381955.50
2013,1,10,6.2,62278,1,30381955.50
2013,1,11,5.5,62278,0,30383245.60
2013,1,12,7.9,62278,0,30383245.60
2013,1,13,8.4,62278,1,30381955.50
2013,1,14,8.6,62278,1,30381955.50
2013,1,15,10.4,62278,1,30381955.50
2013,1,16,11.8,62278,1,30381955.50
2013,1,17,16.4,62278,1,30381955.50
2013,1,18,18.9,62278,0,30383245.60
2013,1,19,17.4,62278,0,30383245.60
2013,1,20,13.6,62278,1,30381955.50
2013,1,21,13.6,62278,1,30381955.50
2013,1,22,17.1,62278,1,30381955.50
2013,1,23,18.7,62278,1,30381955.50
2013,1,24,16.1,62278,1,30381955.50
2013,1,25,17.3,62278,0,30383245.60
2013,1,26,19.9,62278,0,30383245.60
2013,1,27,16.4,62278,1,30381955.50
2013,1,28,12.2,62278,1,30381955.50
2013,1,29,9.4,62278,1,30381955.50
2013,1,30,10.1,62278,1,30381955.50
2013,1,31,9.6,62278,1,30381955.50
2013,2,1,9.1,62278,0,28560250.86
2013,2,2,10,62278,0,28560250.86
2013,2,3,11.5,62278,1,28559038.17
2013,2,4,13.8,62278,1,28559038.17
2013,2,5,15.9,62278,1,28559038.17
2013,2,6,17.9,62278,1,28559038.17
2013,2,7,13.4,62278,1,28559038.17
2013,2,8,16.5,62278,0,28560250.86
2013,2,9,16.3,62278,0,28560250.86
2013,2,10,15.2,62278,1,28559038.17
2013,2,11,14.8,62278,1,28559038.17
2013,2,12,11.7,62278,1,28559038.17
2013,2,13,14.6,62278,1,28559038.17
2013,2,14,18.1,62278,1,28559038.17
2013,2,15,18.1,62278,0,28560250.86
2013,2,16,12.8,62278,0,28560250.86
2013,2,17,12.8,62278,1,28559038.17
2013,2,18,12.8,62278,1,28559038.17
2013,2,19,13,62278,1,28559038.17
2013,2,20,14,62278,1,28559038.17
2013,2,21,15.1,62278,1,28559038.17
2013,2,22,18.2,62278,0,28560250.86
2013,2,23,16.8,62278,0,28560250.86
2013,2,24,15.3,62278,1,28559038.17
2013,2,25,17,62278,1,28559038.17
2013,2,26,18.4,62278,1,28559038.17
2013,2,27,22.3,62278,1,28559038.17
2013,2,28,18.7,62278,1,28559038.17
2013,3,1,17.7,62278,0,27952585.95
2013,3,2,19.2,62278,0,27952585.95
2013,3,3,23,62278,1,27951399.06
2013,3,4,23.4,62278,1,27951399.06
2013,3,5,16.6,62278,1,27951399.06
2013,3,6,13.3,62278,1,27951399.06
2013,3,7,14.7,62278,1,27951399.06
2013,3,8,18.8,62278,0,27952585.95
2013,3,9,20.4,62278,0,27952585.95
2013,3,10,16.6,62278,1,27951399.06
2013,3,11,19.1,62278,1,27951399.06
2013,3,12,22.2,62278,1,27951399.06
2013,3,13,23.1,62278,1,27951399.06
2013,3,14,24.6,62278,1,27951399.06
2013,3,15,26.6,62278,0,27952585.95
2013,3,16,25.7,62278,0,27952585.95
2013,3,17,16.7,62278,1,27951399.06
2013,3,18,15.9,62278,1,27951399.06
2013,3,19,19.3,62278,1,27951399.06
2013,3,20,20,62278,1,27951399.06
2013,3,21,20.2,62278,1,27951399.06
2013,3,22,22.5,62278,0,27952585.95
2013,3,23,19.3,62278,0,27952585.95
2013,3,24,17.3,62278,1,27951399.06
2013,3,25,19.6,62278,1,27951399.06
2013,3,26,23.8,62278,1,27951399.06
2013,3,27,22.3,62278,1,27951399.06
2013,3,28,20.3,62278,1,27951399.06
2013,3,29,20.8,62278,0,27952585.95
2013,3,30,22.4,62278,0,27952585.95
2013,3,31,24.2,62278,1,27951399.06
2013,4,1,25.6,62278,1,27951399.06
2013,4,2,23.5,62278,1,27951399.06
2013,4,3,22.4,62278,1,27951399.06
2013,4,4,22.8,62278,1,27951399.06
2013,4,5,16.9,62278,0,27952585.95
2013,4,6,18.8,62278,0,27952585.95
2013,4,7,22.7,62278,1,27343759.95
2013,4,8,25,62278,1,27343759.95
2013,4,9,19.9,62278,1,27343759.95
2013,4,10,18.7,62278,1,27343759.95
2013,4,11,20.4,62278,1,27343759.95
2013,4,12,20.6,62278,0,27344921.04
2013,4,13,22.6,62278,0,27344921.04
2013,4,14,23.3,62278,1,27343759.95
2013,4,15,23.9,62278,1,27343759.95
2013,4,16,22.8,62278,1,27343759.95
2013,4,17,19.7,62278,1,27343759.95
2013,4,18,19.9,62278,1,27343759.95
2013,4,19,20.1,62278,0,27344921.04
2013,4,20,18.1,62278,0,27344921.04
2013,4,21,17.3,62278,1,26736120.84
2013,4,22,18.6,62278,1,26736120.84
2013,4,23,19.2,62278,1,26736120.84
2013,4,24,23,62278,1,26736120.84
2013,4,25,23.8,62278,1,26736120.84
2013,4,26,25.5,62278,0,26737256.13
2013,4,27,24.8,62278,0,26737256.13
2013,4,28,24.7,62278,1,26736120.84
2013,4,29,24.6,62278,1,26736120.84
2013,4,30,24.5,62278,1,26736120.84
2013,5,1,25.2,62278,1,26736120.84
2013,5,2,24.8,62278,1,26736120.84
2013,5,3,24.1,62278,0,26737256.13
2013,5,4,25.5,62278,0,26737256.13
2013,5,5,26.4,62278,1,26432301.29
2013,5,6,26.4,62278,1,26432301.29
2013,5,7,26.4,62278,1,26432301.29
2013,5,8,27.6,62278,1,26432301.29
2013,5,9,28.3,62278,1,26432301.29
2013,5,10,27.1,62278,0,26433423.67
2013,5,11,27.1,62278,0,26433423.67
2013,5,12,26.8,62278,1,26432301.29
2013,5,13,24.5,62278,1,26432301.29
2013,5,14,26.8,62278,1,26432301.29
2013,5,15,23.2,62278,1,26432301.29
2013,5,16,22.7,62278,1,26432301.29
2013,5,17,24.8,62278,0,26433423.67
2013,5,18,27.8,62278,0,26433423.67
2013,5,19,28.8,62278,1,25824662.18
2013,5,20,28.3,62278,1,25824662.18
2013,5,21,26.6,62278,1,25824662.18
2013,5,22,28.8,62278,1,25824662.18
2013,5,23,30.6,62278,1,25824662.18
2013,5,24,33.2,62278,0,25825758.76
2013,5,25,33.3,62278,0,25825758.76
2013,5,26,30.7,62278,1,25824662.18
2013,5,27,25.7,62278,1,25824662.18
2013,5,28,26.2,62278,1,25824662.18
2013,5,29,27.4,62278,1,25824662.18
2013,5,30,31.6,62278,1,25824662.18
2013,5,31,31.3,62278,0,25825758.76
2013,6,1,31.6,62278,0,25825758.76
2013,6,2,31.3,62278,1,25824662.18
2013,6,3,34.2,62278,1,25824662.18
2013,6,4,33,62278,1,25824662.18
2013,6,5,31.6,62278,1,25824662.18
2013,6,6,29.5,62278,1,25824662.18
2013,6,7,28.4,62278,0,25825758.76
2013,6,8,29.4,62278,0,25825758.76
2013,6,9,31.3,62278,1,24305564.40
2013,6,10,27.6,62278,1,24305564.40
2013,6,11,28.4,62278,1,24305564.40
2013,6,12,30.6,62278,1,24305564.40
2013,6,13,30.6,62278,1,24305564.40
2013,6,14,28.9,62278,0,24306596.48
2013,6,15,28.9,62278,0,24306596.48
2013,6,16,28.4,62278,1,24305564.40
2013,6,17,29.3,62278,1,24305564.40
2013,6,18,29.6,62278,1,24305564.40
2013,6,19,29.9,62278,1,24305564.40
2013,6,20,30.6,62278,1,24305564.40
2013,6,21,30.5,62278,0,24306596.48
2013,6,22,30.6,62278,0,24306596.48
2013,6,23,30.8,62278,1,24305564.40
2013,6,24,29.8,62278,1,24305564.40
2013,6,25,29.8,62278,1,24305564.40
2013,6,26,30.4,62278,1,24305564.40
2013,6,27,31.8,62278,1,24305564.40
2013,6,28,32.2,62278,0,24306596.48
2013,6,29,31.8,62278,0,24306596.48
